"glmIndepAllVars_vimp","glmIndepSingleVars_vimp","glmDepAllVars_vimp","glmDepSingleVars_vimp","model","var","beta"
2,1,4,4,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
2,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,2,2,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,5,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
3,3,5,4,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,3,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,5,5,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
3,4,3,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,3,3,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
3,3,3,3,"C","only night",0.693147180559945
4,4,3,3,"C","only night",0.693147180559945
4,4,3,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,1,4,5,"C","only night",0.693147180559945
2,4,2,2,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,2,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
4,4,4,3,"C","only night",0.693147180559945
1,1,4,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,3,3,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,2,5,5,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,2,4,4,"C","only night",0.693147180559945
3,4,4,4,"C","only night",0.693147180559945
1,1,3,3,"C","only night",0.693147180559945
3,3,2,2,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,2,1,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,4,4,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,2,1,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
5,5,4,4,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
3,4,1,1,"C","only night",0.693147180559945
5,5,5,5,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
3,2,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,5,5,"C","only night",0.693147180559945
1,1,2,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,5,3,4,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
5,5,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,4,4,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
3,3,4,4,"C","only night",0.693147180559945
3,3,2,1,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
2,1,3,3,"C","only night",0.693147180559945
2,2,3,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,5,3,3,"C","only night",0.693147180559945
2,1,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,4,4,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
4,3,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,2,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,2,2,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
1,1,3,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,3,4,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,2,2,2,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,3,3,"C","only night",0.693147180559945
3,3,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,4,3,5,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,3,2,"C","only night",0.693147180559945
4,3,4,4,"C","only night",0.693147180559945
4,5,2,2,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,3,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,5,5,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,4,1,2,"C","only night",0.693147180559945
2,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
5,5,3,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,4,4,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,2,3,3,"C","only night",0.693147180559945
5,4,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,4,4,"C","only night",0.693147180559945
3,3,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,3,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
4,4,5,4,"C","only night",0.693147180559945
3,3,3,3,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
3,3,3,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,4,4,4,"C","only night",0.693147180559945
4,4,3,4,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,5,5,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,3,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,5,5,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
5,5,1,1,"C","only night",0.693147180559945
2,3,2,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,4,2,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
4,4,4,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
5,5,3,3,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,2,1,1,"C","only night",0.693147180559945
5,5,4,4,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,4,4,"C","only night",0.693147180559945
5,5,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,4,1,1,"C","only night",0.693147180559945
4,3,2,1,"C","only night",0.693147180559945
3,3,4,3,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
4,3,3,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
3,3,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
5,5,2,2,"C","only night",0.693147180559945
4,2,1,1,"C","only night",0.693147180559945
3,3,2,2,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
1,1,3,4,"C","only night",0.693147180559945
1,1,2,1,"C","only night",0.693147180559945
2,2,2,2,"C","only night",0.693147180559945
3,3,2,2,"C","only night",0.693147180559945
1,1,2,2,"C","only night",0.693147180559945
1,1,1,1,"C","only night",0.693147180559945
2,2,1,1,"C","only night",0.693147180559945
2,2,3,2,"D","only night",0.693147180559945
3,3,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,3,3,3,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,3,2,2,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
2,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,3,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,2,2,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
4,4,4,4,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,3,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
4,3,3,3,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
4,3,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
4,3,4,3,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
4,4,3,4,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
3,3,3,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
5,5,4,4,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,3,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,3,4,4,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,2,5,4,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
5,4,3,3,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,3,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
4,4,3,3,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,3,3,3,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
